rok;okrsek;strana;pocet_hlasu_abs;pocet_hlasu_perc
2010;67;Věci veřejné (VV);285;2.29
2002;19;Sdružení pro Pardubice;2018;17.64
2014;1008;Česká str.sociálně demokrat.;564;8.86
2006;5;Česká str.sociálně demokrat.;1310;16.66
2014;1009;Pard. pro lidi a Souk SsČR,PPL;79;0.99
2002;33;Česká str.sociálně demokrat.;2158;20.16
2018;1011;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;11;0.10
2010;18;SDRUŽENÍ PRO PARDUBICE;3006;21.91
2002;10;Křesť.demokr.unie-Čs.str.lid.;455;4.64
2018;6004;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;0;0.00
2006;90;Koruna Česká (monarch.strana);0;0.00
2010;58;Věci veřejné (VV);407;3.57
2014;5012;PARDUBÁCI,Sdružení ČSR, NK;435;5.74
2014;5018;NEZÁVISLÍ;16;0.28
2002;26;Pravý Blok;14;0.14
2018;7006;PRO Zdraví a Sport;3;0.07
2014;5004;Česká str.sociálně demokrat.;588;8.36
2014;1005;Občanská demokratická strana;548;7.81
2014;3013;Občanská demokratická strana;1438;10.96
2014;3014;PARDUBÁCI,Sdružení ČSR, NK;954;7.08
2014;5007;Úsvit přímé demokracie;49;0.58
2018;8001;Koalice pro Pardubice;68;2.04
2010;16;Česká str.sociálně demokrat.;1736;19.22
2018;3011;ANO 2011;4239;30.35
2018;5008;Strana soukromníků ČR;11;0.11
2002;15;Česká str.sociálně demokrat.;2593;19.89
2014;2002;Komunistická str.Čech a Moravy;544;6.74
2010;84;Koalice pro Pardubice;238;5.95
2010;62;Česká str.sociálně demokrat.;2257;22.22
2002;1;NEZÁVISLÍ;529;4.85
2018;4003;ČSSD a nestran. pro Pardubice;1197;7.85
2018;1013;ANO 2011;2537;24.36
2006;68;Koruna Česká (monarch.strana);3;0.02
2018;7004;Pardubice pro lidi;605;8.27
2014;6003;Naše Pardubice, FairPlay,NK;171;1.14
2018;5012;PRO Zdraví a Sport;62;0.72
2002;91;Komunistická str.Čech a Moravy;901;32.02
2006;70;Koal.pro Pard.,KDU-ČSL+Nestran;323;2.67
2006;22;Zelená pro Pardubice;451;12.24
2018;3005;Sdružení pro Pardubice;742;4.66
2010;24;Věci veřejné (VV);235;2.47
2014;2007;Občanská demokratická strana;636;8.24
2002;22;Sdružení pro Pardubice;2780;21.62
2014;2015;NEZÁVISLÍ;171;1.81
2002;27;Česká str.sociálně demokrat.;947;9.88
2018;1001;Strana soukromníků ČR;50;0.47
2014;3004;Komunistická str.Čech a Moravy;716;9.48
2006;83;Česká str.sociálně demokrat.;1348;16.11
2014;3005;ANO 2011;2850;20.80
2002;19;Křesť.demokr.unie-Čs.str.lid.;584;5.10
2018;7006;Pardubáci společně;515;11.48
2006;91;Občanská demokratická strana;459;21.94
2006;77;Česká str.sociálně demokrat.;1288;13.44
2014;7005;DOMOV;17;0.19
2018;7004;ANO 2011;2190;29.93
2014;2019;Komunistická str.Čech a Moravy;473;6.23
2010;86;Volte Pr.Blok www.cibulka.net;50;0.24
2014;1007;PATRIOTI PARDUBIC, PATRIOTI,NK;206;3.05
2018;6005;Pardubáci společně;27;0.60
2010;69;Koalice pro Pardubice;356;2.78
2010;19;SDRUŽENÍ PRO PARDUBICE;2398;21.35
2002;44;Nezávislí Pardubičtí kandidáti;107;0.95
2002;89;Nezávislí Pardubičtí kandidáti;39;0.44
2010;23;TOP 09 a nezávislí;476;5.20
2010;57;Věci veřejné (VV);743;3.11
2014;4003;Úsvit přímé demokracie;136;1.07
2014;2006;Koal. pro Pard., KDU-ČSL,NESTR;1168;11.74
2002;66;Naděje;290;2.31
2010;3;Koalice pro Pardubice;529;5.58
2018;6003;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;46;0.22
2006;31;Komunistická str.Čech a Moravy;923;12.58
2010;22;PARDUBÁCI;1019;8.20
2002;24;Nezávislí Pardubičtí kandidáti;120;1.37
2018;5003;ANO 2011;1493;22.45
2010;34;SDRUŽENÍ PRO PARDUBICE;1049;12.82
2014;7002;Občanská demokratická strana;1320;10.73
2014;1010;Koal. pro Pard., KDU-ČSL,NESTR;810;8.77
2014;2005;NEZÁVISLÍ;18;0.25
2006;43;Komunistická str.Čech a Moravy;1106;8.87
2014;5013;TOP 09 a nezávislí;487;8.13
2014;5012;TOP 09 a nezávislí;494;6.52
2014;7002;Koal. pro Pard., KDU-ČSL,NESTR;686;5.58
2010;74;Komunistická str.Čech a Moravy;853;11.48
2014;3003;Pard. pro lidi a Souk SsČR,PPL;11;0.16
2014;4002;NEZÁVISLÍ;20;0.19
2018;1021;JAUNER Československo 2018;1;0.01
2006;36;Zelená pro Pardubice;1430;13.21
2014;5008;ZEMANOVCI, Sdružení SPO, NK;14;0.15
2014;2013;Naše Pardubice, FairPlay,NK;345;3.35
2002;23;Strana za životní jistoty;37;0.52
2010;37;Česká str.sociálně demokrat.;3095;34.96
2014;3012;PATRIOTI PARDUBIC, PATRIOTI,NK;692;5.02
2006;27;Komunistická str.Čech a Moravy;549;4.66
2014;3006;PARDUBÁCI,Sdružení ČSR, NK;1484;12.74
2014;2017;PATRIOTI PARDUBIC, PATRIOTI,NK;812;7.54
2010;16;Koalice pro Pardubice;382;4.23
2014;1006;Česká str.sociálně demokrat.;980;10.84
2010;78;Koalice pro Pardubice;553;4.50
2014;2010;Naše Pardubice, FairPlay,NK;380;4.59
2014;2009;TOP 09 a nezávislí;874;12.18
2014;2011;ANO 2011;1563;22.74
2010;16;TOP 09 a nezávislí;860;9.52
2002;56;Občanská demokratická strana;3625;46.13
2006;5;Občanská demokratická strana;2627;33.41
2010;7;Zelená pro Pardubice (SZ, NK);305;3.15
2010;22;Strana Práv Občanů ZEMANOVCI;153;1.23
2010;60;Koalice pro Pardubice;468;6.86
2010;13;Volte Pr.Blok www.cibulka.net;29;0.26
2018;2013;Koalice pro Pardubice;984;8.77
2002;89;NEZÁVISLÍ;160;1.80
2014;1019;NEZÁVISLÍ;93;1.06
2018;2015;ANO 2011;3075;28.17
2018;1019;NAŠE PARDUBICE;1820;14.61
2006;79;Koal.pro Pard.,KDU-ČSL+Nestran;188;2.65
2002;91;NEZÁVISLÍ;2;0.07
2006;42;Komunistická str.Čech a Moravy;1061;10.73
2014;2005;ANO 2011;2007;27.96
2014;1001;NEZÁVISLÍ;251;2.72
2018;5017;JAUNER Československo 2018;2;0.01
2002;40;Komunistická str.Čech a Moravy;1910;17.75
2018;5007;JAUNER Československo 2018;0;0.00
2010;52;Suverenita-blok J.Bobošíkové;277;1.75
2010;19;Koalice pro Pardubice;418;3.72
2006;60;Koruna Česká (monarch.strana);2;0.03
2002;78;Naděje;396;3.59
2006;49;NEZ.DEMOKRATÉ(předs.V.Železný);4;0.03
2010;28;Česká str.sociálně demokrat.;2892;27.99
2002;17;Nezávislí Pardubičtí kandidáti;228;2.42
2018;2003;Pardubáci společně;788;8.37
2018;6002;Koalice pro Pardubice;1298;7.22
2006;80;Komunistická str.Čech a Moravy;1396;13.06
2018;2015;Pardubáci společně;847;7.76
2010;22;PERNŠTEJN -pol.str.ALTERNATIVA;115;0.93
2018;5007;Pardubáci společně;1185;12.94
2010;86;TOP 09 a nezávislí;1522;7.16
2014;4002;PARDUBÁCI,Sdružení ČSR, NK;852;8.26
2006;68;NEZ.DEMOKRATÉ(předs.V.Železný);58;0.43
2014;6001;Česká str.sociálně demokrat.;1155;7.69
2010;35;PARDUBÁCI;327;4.21
2014;2008;DOMOV;10;0.12
2014;2003;Koal. pro Pard., KDU-ČSL,NESTR;516;5.09
2014;4005;Komunistická str.Čech a Moravy;1235;9.02
2014;1004;Koal. pro Pard., KDU-ČSL,NESTR;478;5.71
2002;60;Naděje;195;3.19
2018;1022;ANO 2011;2997;26.51
2018;1013;NAŠE PARDUBICE;456;4.38
2010;69;PERNŠTEJN -pol.str.ALTERNATIVA;195;1.52
2014;6001;ANO 2011;4058;27.02
2010;48;TOP 09 a nezávislí;910;7.26
2010;20;PARDUBÁCI;1439;14.44
2018;5001;Sdružení pro Pardubice;425;3.69
2014;2002;Naše Pardubice, FairPlay,NK;350;4.34
2010;46;Věci veřejné (VV);441;2.79
2018;3009;NAŠE PARDUBICE;521;5.51
2002;51;Naděje;587;4.10
2006;13;Komunistická str.Čech a Moravy;1383;12.36
2010;70;Věci veřejné (VV);573;4.93
2002;6;Česká str.sociálně demokrat.;1331;11.83
2018;5009;NAŠE PARDUBICE;736;7.28
2010;75;TOP 09 a nezávislí;683;8.74
2014;4001;DOMOV;142;0.66
2006;76;Sdružení pro Pardubice;1265;13.06
2002;54;Naděje;899;10.85
2010;10;Zelená pro Pardubice (SZ, NK);462;3.67
2010;91;PARDUBÁCI;154;6.94
2002;60;Křesť.demokr.unie-Čs.str.lid.;261;4.27
2002;36;Strana za životní jistoty;17;0.17
2014;6006;Svobodní, Strana svobod.občanů;88;2.65
2002;86;Strana za životní jistoty;67;0.43
2018;5001;NAŠE PARDUBICE;646;5.61
2018;3009;Pardubáci společně;741;7.84
2002;57;Sdružení pro Pardubice;2753;14.77
2018;2009;NAŠE PARDUBICE;290;3.05
2002;41;NEZÁVISLÍ;494;4.01
2018;3004;NAŠE PARDUBICE;274;3.24
2010;51;TOP 09 a nezávislí;1014;6.96
2014;5018;ANO 2011;1699;29.98
2002;75;Komunistická str.Čech a Moravy;1423;15.71
2006;49;Koal.pro Pard.,KDU-ČSL+Nestran;490;3.70
2010;21;Věci veřejné (VV);372;2.97
2014;2014;TOP 09 a nezávislí;360;4.84
2014;7002;Strana zelených;551;4.48
2002;4;Unie svobody-Demokratická unie;269;2.56
2018;5018;JAUNER Československo 2018;2;0.03
2018;5009;Pardubáci společně;924;9.14
2014;2012;Občanská demokratická strana;665;7.69
2010;8;Koalice pro Pardubice;255;2.96
2018;3007;Pardubice pro lidi;88;0.68
2018;1008;Koalice pro Pardubice;607;8.72
2010;2;Strana Práv Občanů ZEMANOVCI;93;0.97
2010;73;Zelená pro Pardubice (SZ, NK);450;4.30
2010;9;Komunistická str.Čech a Moravy;1395;13.72
2014;3012;Pard. pro lidi a Souk SsČR,PPL;348;2.52
2006;7;NEZ.DEMOKRATÉ(předs.V.Železný);23;0.20
2014;5010;Naše Pardubice, FairPlay,NK;69;0.70
2014;1021;Česká str.sociálně demokrat.;1320;12.43
2014;6005;Strana zelených;39;1.06
2014;3009;Úsvit přímé demokracie;108;1.29
2018;2004;Strana soukromníků ČR;6;0.07
2018;1013;Komunistická str.Čech a Moravy;690;6.63
2010;72;Zelená pro Pardubice (SZ, NK);277;1.81
2010;11;TOP 09 a nezávislí;1024;7.91
2014;2019;TOP 09 a nezávislí;345;4.54
2002;36;Unie svobody-Demokratická unie;483;4.69
2002;72;Nezávislí Pardubičtí kandidáti;116;0.69
2006;33;NEZ.DEMOKRATÉ(předs.V.Železný);2;0.02
2010;44;Občanská demokratická strana;1695;15.47
2010;57;PERNŠTEJN -pol.str.ALTERNATIVA;315;1.32
2010;19;Občanská demokratická strana;1718;15.30
2010;6;Volte Pr.Blok www.cibulka.net;11;0.10
2014;2001;ZEMANOVCI, Sdružení SPO, NK;13;0.12
2002;13;NEZÁVISLÍ;373;3.53
2002;65;Unie svobody-Demokratická unie;242;2.75
2014;3008;Strana zelených;285;2.72
2014;5003;Pard. pro lidi a Souk SsČR,PPL;171;2.79
2002;11;Česká str.sociálně demokrat.;2126;16.26
2002;24;Strana za životní jistoty;52;0.59
2010;6;Strana Práv Občanů ZEMANOVCI;193;1.75
2018;3014;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;22;0.14
2002;7;Nezávislí Pardubičtí kandidáti;63;0.54
2014;5010;ANO 2011;2557;25.78
2014;3001;Naše Pardubice, FairPlay,NK;319;4.71
2010;52;PARDUBÁCI;1561;9.88
2014;3013;Komunistická str.Čech a Moravy;764;5.82
2014;1008;Svobodní, Strana svobod.občanů;370;5.81
2018;5005;Pardubice pro lidi;47;0.47
2018;7004;PRO Zdraví a Sport;57;0.78
2010;91;Suverenita-blok J.Bobošíkové;83;3.74
2018;5013;Sdružení pro Pardubice;114;1.72
2018;4005;PRO Zdraví a Sport;72;0.42
2014;7002;Česká str.sociálně demokrat.;1127;9.16
2014;7005;Občanská demokratická strana;352;3.99
2002;4;NEZÁVISLÍ;321;3.06
2006;39;Koal.pro Pard.,KDU-ČSL+Nestran;1191;5.71
2010;89;Česká str.sociálně demokrat.;1886;24.75
2002;63;Unie svobody-Demokratická unie;254;2.83
2010;27;TOP 09 a nezávislí;1256;9.35
2002;71;Komunistická str.Čech a Moravy;2009;16.16
2010;34;PERNŠTEJN -pol.str.ALTERNATIVA;36;0.44
2014;7005;Svobodní, Strana svobod.občanů;256;2.90
2018;1006;Sdružení pro Pardubice;582;5.74
2018;2016;Strana soukromníků ČR;8;0.08
2010;70;Strana Práv Občanů ZEMANOVCI;200;1.72
2010;56;TOP 09 a nezávislí;410;4.79
2002;46;Pravý Blok;12;0.10
2014;5005;PATRIOTI PARDUBIC, PATRIOTI,NK;369;3.80
2018;1017;ČSSD a nestran. pro Pardubice;284;4.60
2002;87;Česká str.sociálně demokrat.;1240;12.24
2010;59;TOP 09 a nezávislí;623;4.21
2014;5018;Úsvit přímé demokracie;183;3.23
2014;6003;ANO 2011;3965;26.40
2014;5006;Česká str.sociálně demokrat.;1719;18.08
2002;8;Strana za životní jistoty;22;0.69
2018;2013;Strana soukromníků ČR;71;0.63
2018;1010;ČSSD a nestran. pro Pardubice;1254;14.18
2014;2012;Komunistická str.Čech a Moravy;998;11.54
2006;32;Česká str.sociálně demokrat.;2345;22.07
2014;5002;ZEMANOVCI, Sdružení SPO, NK;32;0.40
2010;42;PARDUBÁCI;1081;10.19
2018;5018;ČSSD a nestran. pro Pardubice;359;4.80
2018;2004;PRO Zdraví a Sport;95;1.04
2018;8001;Česká pirátská strana;359;10.75
2010;88;Občanská demokratická strana;3059;15.07
2002;16;Sdružení pro Pardubice;1206;16.43
2018;6006;Sdružení pro Pardubice;177;6.20
2014;3014;Komunistická str.Čech a Moravy;1120;8.31
2010;37;PERNŠTEJN -pol.str.ALTERNATIVA;202;2.28
2014;1017;Sdružení pro Pard. - SNK ED,NK;392;6.57
2006;68;Zelená pro Pardubice;554;4.15
2010;63;Volte Pr.Blok www.cibulka.net;29;0.28
2010;67;Zelená pro Pardubice (SZ, NK);262;2.11
2014;3004;PARDUBÁCI,Sdružení ČSR, NK;651;8.62
2018;2006;ČSSD a nestran. pro Pardubice;1167;11.14
2018;3009;Svob.a př.dem.-T.Okamura (SPD);447;4.73
2018;5004;Svob.a př.dem.-T.Okamura (SPD);281;3.68
2002;26;Česká str.sociálně demokrat.;1875;19.24
2006;29;Občanská demokratická strana;5272;39.12
2014;3001;Koal. pro Pard., KDU-ČSL,NESTR;356;5.25
2014;8001;TOP 09 a nezávislí;78;3.69
2010;46;Komunistická str.Čech a Moravy;876;5.55
2010;55;Komunistická str.Čech a Moravy;872;5.18
2010;39;Koalice pro Pardubice;1119;5.10
2014;5001;ANO 2011;1795;17.30
2018;2012;Koalice pro Pardubice;572;6.20
2002;15;Komunistická str.Čech a Moravy;2005;15.38
2006;63;Koruna Česká (monarch.strana);3;0.03
2010;29;Česká str.sociálně demokrat.;3206;25.64
2014;3014;PATRIOTI PARDUBIC, PATRIOTI,NK;1194;8.86
2002;14;Strana za životní jistoty;40;0.49
2006;41;Česká str.sociálně demokrat.;2389;21.52
2018;5004;ČSSD a nestran. pro Pardubice;341;4.46
2018;7006;Občanská demokratická strana;449;10.01
2018;2016;ANO 2011;3604;37.03
2010;85;Občanská demokratická strana;649;25.08
2014;1007;TOP 09 a nezávislí;385;5.70
2014;2007;Naše Pardubice, FairPlay,NK;204;2.64
2010;10;Česká str.sociálně demokrat.;4261;33.86
2014;5008;Úsvit přímé demokracie;194;2.08
2006;58;NEZ.DEMOKRATÉ(předs.V.Železný);18;0.17
2002;49;Česká str.sociálně demokrat.;2472;20.48
2006;7;Česká str.sociálně demokrat.;2003;17.09
2014;5003;Naše Pardubice, FairPlay,NK;24;0.39
2006;89;Komunistická str.Čech a Moravy;1504;18.58
2018;3010;Komunistická str.Čech a Moravy;710;5.17
2014;4005;Pard. pro lidi a Souk SsČR,PPL;205;1.50
2002;81;Naděje;497;3.15
2010;72;Občanská demokratická strana;2074;13.52
2010;1;Suverenita-blok J.Bobošíkové;167;1.49
2014;7006;DOMOV;2;0.08
2018;5008;Koalice pro Pardubice;837;8.30
2010;34;Suverenita-blok J.Bobošíkové;148;1.81
2014;5008;PARDUBÁCI,Sdružení ČSR, NK;587;6.31
2014;6005;DOMOV;1;0.03
2010;76;Česká str.sociálně demokrat.;1673;17.94
2014;1009;Česká str.sociálně demokrat.;1204;15.16
2018;3010;Sdružení pro Pardubice;1131;8.24
2014;1004;Sdružení pro Pard. - SNK ED,NK;791;9.45
2014;1005;PATRIOTI PARDUBIC, PATRIOTI,NK;618;8.81
2018;2004;JAUNER Československo 2018;1;0.01
2014;2011;Občanská demokratická strana;290;4.22
2010;1;PERNŠTEJN -pol.str.ALTERNATIVA;170;1.52
2002;30;Křesť.demokr.unie-Čs.str.lid.;941;6.90
2014;1012;Úsvit přímé demokracie;133;1.36
2014;4001;Úsvit přímé demokracie;273;1.28
2006;26;Česká str.sociálně demokrat.;2203;20.87
2014;5010;Strana zelených;289;2.91
2002;68;Strana za životní jistoty;39;0.29
2010;15;SDRUŽENÍ PRO PARDUBICE;2635;21.52
2002;4;Naděje;179;1.71
2014;1010;PARDUBÁCI,Sdružení ČSR, NK;556;6.02
2018;3010;Občanská demokratická strana;2199;16.01
2018;5011;JAUNER Československo 2018;3;0.02
2014;2008;Naše Pardubice, FairPlay,NK;89;1.07
2018;2016;NAŠE PARDUBICE;518;5.32
2006;77;Zelená pro Pardubice;1067;11.14
2006;75;Sdružení pro Pardubice;1394;16.97
2010;27;Komunistická str.Čech a Moravy;950;7.07
2002;47;Komunistická str.Čech a Moravy;1703;16.36
2014;2009;ZEMANOVCI, Sdružení SPO, NK;7;0.10
2006;13;NEZ.DEMOKRATÉ(předs.V.Železný);8;0.07
2018;3013;Sdružení pro Pardubice;629;4.53
2018;3002;JAUNER Československo 2018;1;0.01
2006;66;Sdružení pro Pardubice;2031;17.94
2006;52;Česká str.sociálně demokrat.;3122;22.73
2002;26;Komunistická str.Čech a Moravy;1401;14.37
2010;74;Koalice pro Pardubice;184;2.48
2014;1022;Komunistická str.Čech a Moravy;967;8.68
2018;4001;Svob.a př.dem.-T.Okamura (SPD);627;2.61
2014;5002;Svobodní, Strana svobod.občanů;142;1.79
2018;5003;Strana soukromníků ČR;60;0.90
2002;86;Naděje;741;4.81
2006;63;Zelená pro Pardubice;785;8.12
2002;14;Nezávislí Pardubičtí kandidáti;80;0.97
2018;1022;NAŠE PARDUBICE;687;6.08
2002;15;Strana za životní jistoty;47;0.36
2010;89;Volte Pr.Blok www.cibulka.net;20;0.26
2018;1008;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;2;0.03
2018;4004;Strana soukromníků ČR;100;1.38
2014;5017;Sdružení pro Pard. - SNK ED,NK;1119;9.67
2018;1018;Koalice pro Pardubice;1043;9.44
2014;2017;ZEMANOVCI, Sdružení SPO, NK;6;0.06
2018;1021;ANO 2011;2895;24.72
2006;35;Komunistická str.Čech a Moravy;759;9.87
2002;81;Unie svobody-Demokratická unie;971;6.15
2018;3008;JAUNER Československo 2018;0;0.00
2002;69;Občanská demokratická strana;4862;38.44
2002;12;Křesť.demokr.unie-Čs.str.lid.;452;3.53
2002;43;Sdružení pro Pardubice;1876;13.35
2018;5015;JAUNER Československo 2018;1;0.01
2014;5009;ANO 2011;1751;18.35
2002;62;Komunistická str.Čech a Moravy;1129;11.23
2010;91;Věci veřejné (VV);18;0.81
2006;39;Občanská demokratická strana;9272;44.46
2014;5015;Komunistická str.Čech a Moravy;1691;19.69
2006;69;Sdružení pro Pardubice;2751;21.47
2014;1001;Občanská demokratická strana;868;9.40
2018;5015;Pardubáci společně;1284;11.52
2014;7003;Koal. pro Pard., KDU-ČSL,NESTR;960;4.34
2002;42;Pravý Blok;3;0.03
2014;3008;Koal. pro Pard., KDU-ČSL,NESTR;340;3.24
2010;88;Volte Pr.Blok www.cibulka.net;20;0.10
2014;1007;Pard. pro lidi a Souk SsČR,PPL;108;1.60
2014;3011;Svobodní, Strana svobod.občanů;721;5.42
2010;1;Česká str.sociálně demokrat.;1548;13.80
2002;9;Občanská demokratická strana;3342;33.48
2014;2009;Naše Pardubice, FairPlay,NK;145;2.02
2018;3002;PRO Zdraví a Sport;35;0.39
2018;3009;Strana soukromníků ČR;9;0.10
2002;67;Křesť.demokr.unie-Čs.str.lid.;670;5.17
2014;2018;Komunistická str.Čech a Moravy;595;6.44
2018;3007;PRO Zdraví a Sport;106;0.82
2014;7006;PARDUBÁCI,Sdružení ČSR, NK;160;6.43
2006;59;Komunistická str.Čech a Moravy;1434;11.42
2018;1022;Česká pirátská strana;1618;14.31
2018;5002;Občanská demokratická strana;1724;17.61
2006;23;Česká str.sociálně demokrat.;1766;19.16
2010;79;Občanská demokratická strana;1000;14.57
2010;67;Česká str.sociálně demokrat.;3714;29.88
2014;8001;Svobodní, Strana svobod.občanů;2;0.09
2002;5;NEZÁVISLÍ;422;4.90
2006;44;Zelená pro Pardubice;376;3.91
2002;18;Naděje;409;2.87
2010;63;PARDUBÁCI;1695;16.61
2006;10;Zelená pro Pardubice;650;6.14
2014;5008;Komunistická str.Čech a Moravy;930;9.99
2010;4;Věci veřejné (VV);203;1.91
2010;84;TOP 09 a nezávislí;384;9.60
2002;91;Unie svobody-Demokratická unie;3;0.11
2014;2004;Naše Pardubice, FairPlay,NK;113;1.33
2014;5010;Sdružení pro Pard. - SNK ED,NK;791;7.97
2002;4;Pravý Blok;6;0.06
2014;1001;ANO 2011;1608;17.42
2014;3003;Naše Pardubice, FairPlay,NK;130;1.88
2014;6002;Pard. pro lidi a Souk SsČR,PPL;1829;11.33
2014;6001;Komunistická str.Čech a Moravy;689;4.59
2010;82;PERNŠTEJN -pol.str.ALTERNATIVA;130;0.97
2018;5013;Česká pirátská strana;1248;18.88
2014;1018;ZEMANOVCI, Sdružení SPO, NK;5;0.04
2002;55;NEZÁVISLÍ;269;1.95
2014;4003;TOP 09 a nezávislí;826;6.48
2018;2018;Pardubice pro lidi;142;1.39
2006;88;NEZ.DEMOKRATÉ(předs.V.Železný);36;0.24
2006;45;Koruna Česká (monarch.strana);4;0.04
2018;2019;ČSSD a nestran. pro Pardubice;813;10.36
2014;1008;PARDUBÁCI,Sdružení ČSR, NK;590;9.27
2018;5006;Komunistická str.Čech a Moravy;459;4.75
2010;20;Strana Práv Občanů ZEMANOVCI;268;2.69
2014;5008;DOMOV;55;0.59
2018;3004;Strana soukromníků ČR;44;0.52
2006;86;Občanská demokratická strana;7046;44.06
2014;2010;DOMOV;27;0.33
2014;1001;Česká str.sociálně demokrat.;721;7.81
2018;1005;Pardubáci společně;582;7.97
2010;90;Koalice pro Pardubice;865;8.44
2014;3005;TOP 09 a nezávislí;1032;7.53
2014;5010;Komunistická str.Čech a Moravy;838;8.45
2014;3004;NEZÁVISLÍ;43;0.57
2002;25;Česká str.sociálně demokrat.;1381;17.98
2010;51;Věci veřejné (VV);369;2.53
2010;54;SDRUŽENÍ PRO PARDUBICE;2080;15.35
2014;1012;ZEMANOVCI, Sdružení SPO, NK;29;0.30
2018;3013;ČSSD a nestran. pro Pardubice;727;5.24
2014;7004;Občanská demokratická strana;375;5.19
2014;3007;Občanská demokratická strana;1307;11.18
2010;80;TOP 09 a nezávislí;1598;9.24
2002;89;Komunistická str.Čech a Moravy;1754;19.75
2014;1012;Česká str.sociálně demokrat.;1508;15.47
2010;53;Česká str.sociálně demokrat.;3438;20.74
2002;66;Sdružení pro Pardubice;1937;15.44
2010;42;PERNŠTEJN -pol.str.ALTERNATIVA;122;1.15
2010;75;Koalice pro Pardubice;421;5.39
2018;3009;Pardubice pro lidi;191;2.02
2018;2019;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;5;0.06
2006;11;Zelená pro Pardubice;1144;8.97
2018;3003;Sdružení pro Pardubice;305;3.98
2014;1020;NEZÁVISLÍ;6;0.08
2014;7001;DOMOV;88;0.55
2002;83;Česká str.sociálně demokrat.;856;9.43
2006;62;NEZ.DEMOKRATÉ(předs.V.Železný);43;0.40
2014;4004;Pard. pro lidi a Souk SsČR,PPL;223;3.86
2014;6002;PATRIOTI PARDUBIC, PATRIOTI,NK;688;4.26
2018;5014;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;7;0.12
2014;1011;Komunistická str.Čech a Moravy;955;10.28
2002;83;Strana za životní jistoty;38;0.42
2014;7001;PATRIOTI PARDUBIC, PATRIOTI,NK;649;4.06
2010;19;Česká str.sociálně demokrat.;1359;12.10
2002;36;Občanská demokratická strana;3776;36.67
2006;81;Komunistická str.Čech a Moravy;507;7.97
2014;5012;Naše Pardubice, FairPlay,NK;214;2.82
2006;17;Koruna Česká (monarch.strana);2;0.02
2014;1018;Svobodní, Strana svobod.občanů;514;4.44
2018;1010;Pardubáci společně;523;5.91
2010;70;Česká str.sociálně demokrat.;2247;19.32
2002;16;Komunistická str.Čech a Moravy;956;13.02
2010;31;Občanská demokratická strana;1281;16.16
2002;45;Křesť.demokr.unie-Čs.str.lid.;297;3.04
2010;18;Suverenita-blok J.Bobošíkové;111;0.81
2018;5009;Česká pirátská strana;1277;12.63
2002;75;Křesť.demokr.unie-Čs.str.lid.;606;6.69
2006;85;Koal.pro Pard.,KDU-ČSL+Nestran;102;4.74
2014;4002;PATRIOTI PARDUBIC, PATRIOTI,NK;613;5.94
2018;1004;Koalice pro Pardubice;333;3.65
2018;2007;PRO Zdraví a Sport;134;1.59
2014;7006;Koal. pro Pard., KDU-ČSL,NESTR;88;3.54
2018;6002;NAŠE PARDUBICE;762;4.24
2010;40;Koalice pro Pardubice;149;1.36
2018;7005;PRO Zdraví a Sport;51;0.45
2018;5017;Pardubáci společně;1891;13.60
2002;1;Křesť.demokr.unie-Čs.str.lid.;569;5.22
2018;3010;Strana soukromníků ČR;98;0.71
2010;66;Věci veřejné (VV);259;2.13
2018;3011;NAŠE PARDUBICE;772;5.53
